kepid,kepoi_name,kepler_name,koi_disposition,koi_pdisposition,koi_score,koi_period,koi_depth,koi_duration,koi_prad,koi_sma,koi_teq,koi_model_snr,label
7281411,K04339.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0.566804221,166.0,4.639,0.85,0.0115,1737.0,31.0,0
6890618,K06787.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,1.574063832,1118.1,5.6357,28.63,0.0253,1619.0,145.3,0
7983117,K03214.01,Kepler-1988 b,CONFIRMED,CANDIDATE,1.0,11.49500229,51.4,7.602,1.53,0.1038,1105.0,22.9,1
5164794,K06531.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,1.0429419,412.0,7.22,2.49,0.0202,1795.0,40.9,0
9364290,K02374.02,Kepler-382 c,CONFIRMED,CANDIDATE,0.998,12.1628195,306.3,2.3161,3.14,0.1023,882.0,15.2,1
5385548,K06128.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,12.42555055,409.0,28.492,3.79,0.107,1027.0,123.7,0
5795648,K06016.01,,FALSE POSITIVE,FALSE POSITIVE,0.802,4.553370029,23692.1,3.2209,25.84,0.0537,1264.0,570.6,0
4826110,K01524.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,1.333395306,114.5,1.188,0.86,0.0221,1390.0,11.5,0
8494410,K03685.02,Kepler-1516 b,CONFIRMED,CANDIDATE,1.0,7.2593226,247.5,6.1394,1.57,0.0718,967.0,40.1,1
10139305,K06077.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,2.173552528,3026.0,1.6107,23.51,0.0276,1025.0,35.9,0
11442793,K00351.06,Kepler-90 b,CONFIRMED,CANDIDATE,0.916,7.00821787,116.4,3.812,1.29,0.0738,1062.0,19.2,1
8261920,K02174.03,Kepler-1802 b,CONFIRMED,CANDIDATE,0.993,7.72513619,382.2,2.042,1.71,0.0662,581.0,10.5,1
5817553,K01040.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,4.206096814,1298.1,10.7381,32.66,0.0531,1252.0,149.3,0
8558011,K00577.02,Kepler-607 b,CONFIRMED,CANDIDATE,1.0,0.638162933,109.7,1.2313,0.91,0.0135,1874.0,17.6,1
9775253,K03621.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,4.39451798,223616.0,2.9527,65.76,0.0418,554.0,249.5,0
10593535,K04204.01,Kepler-1568 b,CONFIRMED,CANDIDATE,0.974,20.9254083,109.0,6.783,1.26,0.1499,729.0,15.5,1
4828341,K01496.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,36.12895451,3758.6,2.2348,53.72,0.2085,546.0,66.3,0
3130300,K01105.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,5.76573396,248.0,2.924,7.47,0.0745,1964.0,22.2,0
6462874,K01231.02,,FALSE POSITIVE,FALSE POSITIVE,0.0,10.42360821,878.3,5.404,1.67,0.0772,515.0,18.7,0
9532123,K06069.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,8.214204254,74177.0,4.5905,42.29,0.0755,798.0,613.1,0
8949247,K01387.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,23.799939273,60186.4,5.02319,51.74,0.1616,637.0,2065.8,0
11959569,K07497.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,46.14869106,349630.0,19.092,114.2,0.2605,647.0,1021.3,0
11294883,K04791.01,,FALSE POSITIVE,FALSE POSITIVE,,427.65334,157.1,11.17,1.97,1.0738,284.0,7.2,0
9509223,K04867.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,14.2005007,80.6,5.232,13.28,0.1169,843.0,10.6,0
4144231,K01791.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,22.91339043,5407.0,3.94,24.11,0.1336,510.0,86.9,0
6462863,K00094.02,Kepler-89 c,CONFIRMED,CANDIDATE,1.0,10.423677439,777.3,5.2257,3.72,0.0967,1012.0,204.4,1
4058881,K03912.01,,FALSE POSITIVE,FALSE POSITIVE,0.001,7.77241144,286.9,5.272,1.69,0.0793,938.0,18.9,0
8848104,K07100.01,,FALSE POSITIVE,FALSE POSITIVE,0.303,0.824851807,30099.2,1.93637,78.0,0.016,2539.0,642.2,0
3858943,K07674.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,25.9528725,164.1,12.434,1.53,0.1797,697.0,16.9,0
10337517,K01165.02,Kepler-783 b,CONFIRMED,CANDIDATE,1.0,4.29263699,61.4,2.7,0.68,0.0491,991.0,11.4,1
9520443,K02893.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0.99014722,321.1,0.9394,1.34,0.0182,1433.0,23.0,0
5471792,K04110.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,12.4258833,93.6,24.83,2.19,0.0988,1006.0,34.4,0
3545749,K04989.01,,FALSE POSITIVE,FALSE POSITIVE,,277.77499,1078.0,7.07,2.48,0.7428,216.0,9.2,0
5092655,K04116.01,,FALSE POSITIVE,FALSE POSITIVE,,0.783258387,328.5,2.2926,1.28,0.0147,1559.0,28.5,0
12453581,K02424.01,Kepler-1234 b,CONFIRMED,CANDIDATE,0.986,11.94019101,631.7,2.866,1.86,0.096,625.0,15.6,1
9285265,K03410.01,Kepler-1491 b,CONFIRMED,CANDIDATE,0.989,16.5860329,231.3,7.043,2.09,0.127,821.0,14.6,1
5305240,K03239.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,1.070982122,43.4,1.255,0.98,0.0202,2122.0,9.0,0
2711131,K07637.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,2.85889907,55.7,1.465,0.73,0.0371,989.0,6.9,0
9071593,K02257.01,Kepler-1162 b,CONFIRMED,CANDIDATE,1.0,32.5635249,578.3,5.418,2.05,0.19,490.0,24.1,1
9957659,K05743.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,30.69537638,19941.0,5.6634,19.39,0.2027,662.0,186.8,0
11027270,K07401.01,,FALSE POSITIVE,FALSE POSITIVE,,0.533628226,81.8,5.772,2.41,0.0144,3885.0,35.3,0
5350447,K04008.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,70.7511986,858.1,6.198,27.74,0.3113,441.0,24.1,0
10817600,K05832.01,,FALSE POSITIVE,FALSE POSITIVE,0.001,2.74703312,152.2,2.655,61.97,0.0486,2917.0,23.1,0
9941859,K00528.02,Kepler-178 d,CONFIRMED,CANDIDATE,1.0,96.6781852,951.3,5.6957,3.29,0.3962,392.0,44.7,1
6056992,K00051.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,10.431146765,29375.6,3.8853,50.44,0.0936,833.0,400.2,0
5481426,K03772.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,2.38404983,312732.0,3.2849,66.14,0.035,1363.0,195.3,0
7220429,K01700.01,Kepler-931 b,CONFIRMED,CANDIDATE,1.0,8.03753796,286.5,2.9118,1.54,0.0719,744.0,31.1,1
5952366,K03947.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0.905679492,2299.0,2.1164,35.74,0.0184,1882.0,59.3,0
6058875,K03616.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0.56493412,252639.0,2.57621,33.4,0.011,1458.0,1361.5,0
10122538,K02926.03,Kepler-1388 d,CONFIRMED,CANDIDATE,1.0,20.9569985,1917.9,3.493,2.38,0.126,363.0,22.7,1
8361905,K00689.01,Kepler-646 b,CONFIRMED,CANDIDATE,1.0,15.87360981,415.6,3.5246,1.53,0.1149,632.0,38.4,1
5791705,K08106.01,,FALSE POSITIVE,FALSE POSITIVE,0.217,614.39054,289.1,9.312,2.43,1.4863,269.0,10.2,0
8302450,K01144.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,2.44199803,251.7,2.759,1.44,0.0336,1282.0,27.2,0
10068659,K02602.01,Kepler-1287 b,CONFIRMED,CANDIDATE,0.993,11.47685263,240.6,2.756,1.58,0.0976,796.0,16.5,1
4466677,K01338.01,Kepler-822 b,CONFIRMED,CANDIDATE,1.0,3.222975318,232.7,2.9247,1.47,0.0412,1239.0,31.3,1
7777365,K06916.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0.88512187,136.0,3.349,1.05,0.0168,1659.0,9.9,0
4150496,K04046.02,,FALSE POSITIVE,FALSE POSITIVE,0.0,94.22498,346.3,22.445,1.84,0.402,387.0,15.5,0
8479386,K07046.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,5.860377067,361615.0,10.4634,78.14,0.0624,1191.0,3044.1,0
4138008,K04742.01,Kepler-442 b,CONFIRMED,CANDIDATE,0.993,112.303136,502.1,5.869,1.3,0.3874,241.0,13.1,1
8179286,K07869.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,11.4132144,76.4,2.371,1.03,0.1006,925.0,10.4,0
9280239,K03975.01,Kepler-1536 b,CONFIRMED,CANDIDATE,0.99,364.751562,1481.5,13.057,2.89,0.8507,166.0,25.5,1
9049550,K05606.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,23.81490574,79201.0,1.9948,63.1,0.1507,847.0,444.4,0
8125580,K01014.01,Kepler-749 b,CONFIRMED,CANDIDATE,0.995,17.31711739,1473.0,3.1518,2.04,0.1054,454.0,35.9,1
7282042,K04718.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0.566803216,20.2,3.325,0.54,0.0138,2642.0,15.5,0
7978202,K05454.01,Kepler-1630 b,CONFIRMED,CANDIDATE,,509.997402,1267.0,8.481,2.62,1.1218,182.0,35.3,1
11804465,K00020.01,Kepler-12 b,CONFIRMED,CANDIDATE,0.761,4.437962934,16387.6,4.69813,18.05,0.0545,1338.0,3535.6,1
11456405,K04845.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0.814278961,72.0,2.087,0.76,0.017,1762.0,13.0,0
10686814,K02978.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,2.61846258,275.3,3.505,1.03,0.032,843.0,18.7,0
4551663,K02576.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,12.07760884,151.0,2.233,1.03,0.0945,708.0,14.0,0
10191036,K03218.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,1.21374652,28.9,3.371,0.59,0.0225,1880.0,17.4,0
11752908,K02651.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,6.38315744,1112.6,1.7075,2.35,0.062,787.0,23.8,0
5728139,K00206.01,Kepler-433 b,CONFIRMED,CANDIDATE,1.0,5.334082429,4676.5,6.2226,13.08,0.0665,1495.0,653.4,1
5009743,K01609.01,Kepler-906 b,CONFIRMED,CANDIDATE,0.996,41.6980186,440.8,5.7047,2.03,0.2359,537.0,43.4,1
8293631,K08274.01,,FALSE POSITIVE,FALSE POSITIVE,0.289,449.557346,1193.1,17.227,55.33,1.5967,721.0,28.4,0
9086001,K04821.01,,FALSE POSITIVE,FALSE POSITIVE,,256.52387,126.1,9.07,1.33,0.8082,338.0,7.5,0
12367464,K06250.01,,FALSE POSITIVE,FALSE POSITIVE,0.991,1.853209359,12319.1,1.7543,32.99,0.0309,2100.0,238.9,0
12302530,K00438.01,Kepler-155 b,CONFIRMED,CANDIDATE,1.0,5.931196562,1007.4,2.4999,2.01,0.0528,562.0,90.5,1
10615440,K04765.01,Kepler-1622 b,CONFIRMED,CANDIDATE,0.919,10.8118317,76.8,2.627,1.24,0.0994,922.0,9.5,1
3935914,K00809.01,Kepler-686 b,CONFIRMED,CANDIDATE,1.0,1.594745374,15044.5,1.9604,11.3,0.0258,1539.0,1009.3,1
7117485,K07816.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0.566789505,54.6,5.835,3.37,0.0128,2038.0,12.6,0
5563057,K05179.01,,FALSE POSITIVE,FALSE POSITIVE,0.935,1.049468616,22.0,4.848,0.84,0.023,2808.0,22.8,0
10979716,K07394.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,10.6840477,81901.0,3.515,26.43,0.0779,444.0,395.3,0
3343866,K06328.01,,FALSE POSITIVE,FALSE POSITIVE,0.004,0.555973803,75.3,1.271,1.9,0.0131,3049.0,23.3,0
5436502,K00834.04,Kepler-238 b,CONFIRMED,CANDIDATE,1.0,2.090811305,115.9,3.388,1.62,0.0329,1642.0,19.9,1
6973796,K03726.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,115.9943364,37571.0,2.4136,13.66,0.4185,265.0,102.4,0
6041511,K06649.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0.97705114,20.1,2.33,0.77,0.0216,2501.0,7.4,0
3634051,K06103.01,Kepler-1981 b,CONFIRMED,CANDIDATE,0.0,453.54212,861.0,17.026,9.23,1.3292,390.0,48.8,1
10468885,K02589.01,Kepler-1284 b,CONFIRMED,CANDIDATE,1.0,0.664074145,212.6,1.0925,1.19,0.0143,1703.0,20.9,1
6435936,K00854.01,Kepler-705 b,CONFIRMED,CANDIDATE,0.996,56.0560754,1626.0,4.685,1.94,0.228,233.0,27.4,1
8179747,K05483.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,17.946328114,102994.0,8.15905,66.65,0.1282,845.0,3497.6,0
5618071,K01682.01,,FALSE POSITIVE,FALSE POSITIVE,,88.821421,393.7,9.35,234.99,0.4209,634.0,7.8,0
7136729,K02872.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,3.17319407,135.8,2.512,0.91,0.0379,1077.0,16.2,0
4932348,K00819.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,38.036729482,82871.6,4.34617,27.5,0.2252,500.0,1300.0,0
9823519,K02793.01,Kepler-1350 b,CONFIRMED,CANDIDATE,1.0,4.49686066,1932.5,1.7306,1.93,0.0413,535.0,37.0,1
9752973,K03162.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0.716709761,68.4,0.6969,1.42,0.0149,2394.0,21.2,0
3836439,K06364.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,1.540395674,70614.6,2.80168,117.33,0.0299,2850.0,997.9,0
3438976,K04527.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,2.97599368,55.0,4.023,0.79,0.0406,1395.0,13.0,0
4139816,K00812.01,Kepler-235 b,CONFIRMED,CANDIDATE,1.0,3.340218842,1632.6,1.9104,2.03,0.0348,656.0,71.6,1
9967398,K05746.01,,FALSE POSITIVE,FALSE POSITIVE,,49.873958,562.0,1.351,1.5,0.2261,366.0,5.7,0
5887393,K07748.01,,FALSE POSITIVE,FALSE POSITIVE,0.048,1.55090374,11.3,3.028,1.11,0.0329,3190.0,11.8,0
2436378,K02682.01,,FALSE POSITIVE,FALSE POSITIVE,0.006,8.53161917,65744.0,2.9596,54.6,0.0819,891.0,86.1,0
5474613,K01599.01,Kepler-1659 c,CONFIRMED,CANDIDATE,0.9,20.4074846,363.4,8.839,2.9,0.1473,660.0,24.5,1
4349935,K06403.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0.792023257,176.6,3.2604,0.81,0.0142,1300.0,49.6,0
9850966,K04879.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,8.480305,304.2,6.19,1.33,0.0742,661.0,11.5,0
8008067,K00316.01,Kepler-139 b,CONFIRMED,CANDIDATE,1.0,15.77111067,547.1,5.0574,2.62,0.1242,752.0,123.2,1
4372410,K06408.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0.550537628,72.0,1.216,1.93,0.0161,4181.0,4.9,0
11603298,K05920.01,,FALSE POSITIVE,FALSE POSITIVE,,471.39698,329.9,10.714,1.87,1.2155,265.0,13.1,0
7090867,K07810.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,308.255238,637.1,11.959,18.98,1.0759,576.0,13.8,0
5637036,K08102.01,,FALSE POSITIVE,FALSE POSITIVE,0.157,171.046664,731.0,2.438,32.31,0.8335,827.0,9.8,0
11342416,K02366.01,Kepler-1209 b,CONFIRMED,CANDIDATE,0.998,25.3690868,110.1,4.746,1.67,0.18,755.0,21.6,1
7542813,K02302.01,Kepler-1180 b,CONFIRMED,CANDIDATE,0.982,16.8600805,273.4,5.557,1.71,0.1246,765.0,22.4,1
8044600,K04612.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,4.1083812,352.8,3.279,1.62,0.0497,1058.0,11.4,0
5881813,K02744.01,Kepler-1333 b,CONFIRMED,CANDIDATE,0.987,109.6469948,899.7,6.568,4.85,0.4382,428.0,26.7,1
7121885,K03467.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,33.93754213,32990.3,11.1677,138.25,0.2103,618.0,1112.0,0
9119405,K07135.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,18.646323091,231000.0,8.853,213.31,0.1589,1194.0,2895.8,0
11607193,K00983.02,,FALSE POSITIVE,FALSE POSITIVE,0.0,5.177577252,1325.4,2.4777,73.82,0.069,1671.0,23.6,0
2712825,K08086.01,,FALSE POSITIVE,FALSE POSITIVE,0.316,18.384953,92.9,5.92,1.36,0.1438,872.0,6.0,0
7815744,K01710.01,Kepler-933 b,CONFIRMED,CANDIDATE,0.997,14.20442616,800.6,3.898,1.9,0.1041,602.0,26.7,1
10879213,K03730.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0.668483494,722770.0,2.4129,138.76,0.015,2082.0,334.3,0
7605093,K02817.01,Kepler-1356 b,CONFIRMED,CANDIDATE,1.0,0.634003002,316.9,0.9207,1.35,0.0136,1714.0,21.0,1
8962007,K07917.01,,FALSE POSITIVE,FALSE POSITIVE,0.002,1.41435861,56.8,2.285,0.74,0.0233,1578.0,9.5,0
6937529,K04382.01,Kepler-1597 b,CONFIRMED,CANDIDATE,1.0,2.94648935,57.0,3.155,0.89,0.0427,1497.0,12.7,1
7763269,K03721.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,6.40802979,7784.1,2.9288,51.44,0.068,1157.0,108.2,0
9959589,K03098.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,1.332557603,225.3,6.043,19.88,0.0241,1703.0,28.1,0
5456651,K00835.02,Kepler-239 c,CONFIRMED,CANDIDATE,0.878,56.2279271,862.7,3.57,2.37,0.2707,366.0,20.9,1
11401767,K02195.03,Kepler-372 b,CONFIRMED,CANDIDATE,0.997,6.84978728,139.2,4.919,1.83,0.0739,1081.0,17.0,1
9702006,K04372.01,Kepler-1953 b,CONFIRMED,CANDIDATE,0.977,6.24564633,212.0,2.459,1.06,0.0607,731.0,11.9,1
11671579,K04510.01,Kepler-1611 b,CONFIRMED,CANDIDATE,1.0,5.17624997,78.7,5.261,1.31,0.0586,1243.0,13.4,1
4139816,K00812.04,Kepler-235 c,CONFIRMED,CANDIDATE,0.994,7.82502168,520.8,2.186,1.2,0.0614,494.0,15.9,1
8950568,K02038.02,Kepler-85 c,CONFIRMED,CANDIDATE,1.0,12.51353325,430.8,4.301,1.88,0.1007,706.0,30.0,1
8308639,K05503.01,,FALSE POSITIVE,FALSE POSITIVE,,457.513348,562.5,5.763,25.18,1.4802,512.0,3.9,0
5217574,K04151.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0.89486317,172.0,2.657,1.19,0.0179,1764.0,16.1,0
4754831,K04365.03,,FALSE POSITIVE,FALSE POSITIVE,,75.681309,107.7,11.62,1.64,0.3705,560.0,9.1,0
9306677,K05655.01,,FALSE POSITIVE,FALSE POSITIVE,,532.9307,181.4,3.89,4.68,1.6405,498.0,5.3,0
6695801,K05316.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,1.10656965,86.4,1.669,1.09,0.0223,1988.0,8.4,0
4750341,K04884.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,1.97515457,66.1,2.633,0.92,0.0306,1504.0,9.2,0
5551228,K04154.02,,FALSE POSITIVE,FALSE POSITIVE,0.0,122.906853,819.7,15.97,3.55,0.4782,338.0,19.9,0
8700771,K01283.01,Kepler-806 b,CONFIRMED,CANDIDATE,0.998,8.0922105,65.3,5.7696,1.44,0.0764,1089.0,37.5,1
10717241,K00430.01,Kepler-551 b,CONFIRMED,CANDIDATE,1.0,12.37646897,1709.0,2.7075,2.53,0.0893,483.0,81.2,1
9008737,K02768.01,Kepler-404 b,CONFIRMED,CANDIDATE,,11.8288843,191.0,3.337,1.18,0.1,730.0,9.1,1
12022517,K07507.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,3.442714533,60039.0,3.36034,47.02,0.0424,1157.0,964.8,0
9230021,K03429.03,,FALSE POSITIVE,FALSE POSITIVE,,26.936878,246.9,4.969,1.57,0.1763,617.0,8.8,0
10268907,K01077.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,1.103971357,317.9,0.926,1.37,0.0196,1471.0,21.7,0
10362031,K02118.01,,FALSE POSITIVE,FALSE POSITIVE,0.015,3.2136904,55.8,2.205,1.22,0.0464,1591.0,19.2,0
7177553,K06837.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,17.99646148,62755.2,4.65638,114.45,0.1402,1004.0,1951.8,0
7694615,K04489.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0.631106722,49.2,0.9942,0.63,0.0135,1945.0,17.6,0
8241258,K05491.01,,FALSE POSITIVE,FALSE POSITIVE,,480.19416,372.3,10.76,1.79,1.203,235.0,9.1,0
4144238,K05041.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,22.9138322,340.3,4.855,30.24,0.1596,785.0,8.0,0
8953257,K01383.01,,FALSE POSITIVE,FALSE POSITIVE,0.383,3.221785738,46379.0,3.3411,25.03,0.043,1357.0,336.4,0
8689793,K01893.01,Kepler-1003 b,CONFIRMED,CANDIDATE,1.0,3.554856338,232.9,2.1004,1.29,0.0444,1157.0,40.8,1
8746310,K07085.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,6.855624762,70873.0,3.02199,33.93,0.0694,987.0,1397.7,0
5438757,K01601.01,Kepler-903 b,CONFIRMED,CANDIDATE,0.999,10.35078415,273.1,6.253,1.97,0.0907,842.0,36.5,1
6595662,K06738.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,2.680514453,195748.0,3.21178,48.86,0.0373,1431.0,665.5,0
8226994,K00906.01,Kepler-250 c,CONFIRMED,CANDIDATE,1.0,7.15681552,867.0,2.5882,2.47,0.0675,782.0,47.7,1
5386264,K04135.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,12.435190544,71.9,3.8305,0.52,0.0917,545.0,4.8,0
2573056,K02648.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0.631795416,145.2,1.0703,1.88,0.0155,2797.0,24.7,0
10294509,K04143.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,1.85447373,306.8,2.665,1.33,0.0276,1221.0,18.9,0
8110767,K02504.01,Kepler-1685 b,CONFIRMED,CANDIDATE,0.96,20.49041,661.8,4.369,2.34,0.1485,625.0,23.3,1
10028792,K01574.01,Kepler-87 b,CONFIRMED,CANDIDATE,1.0,114.73658,4850.0,12.0355,12.28,0.4572,476.0,230.6,1
3248696,K07651.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,383.43595,1228.0,11.059,2.53,0.959,214.0,14.1,0
8978528,K01874.01,Kepler-329 c,CONFIRMED,CANDIDATE,1.0,18.6848377,1251.5,3.7965,1.93,0.1135,402.0,41.2,1
8611344,K04432.01,,FALSE POSITIVE,FALSE POSITIVE,,410.99389,550.0,12.01,2.09,1.0838,220.0,8.7,0
3102309,K07643.01,,FALSE POSITIVE,FALSE POSITIVE,0.097,4.20253859,31.5,5.389,0.71,0.0479,1136.0,8.8,0
6026924,K04276.01,Kepler-1580 b,CONFIRMED,CANDIDATE,0.979,56.644452,104.6,16.551,2.44,0.323,733.0,21.8,1
3239671,K02066.01,Kepler-1678 b,CONFIRMED,CANDIDATE,0.997,147.97391,1267.1,6.854,3.33,0.5302,329.0,26.4,1
11918099,K00780.01,Kepler-675 b,CONFIRMED,CANDIDATE,1.0,2.337437946,971.2,1.9982,2.34,0.0325,1070.0,82.4,1
3340312,K00441.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,30.5528972,865.2,5.269,30.74,0.1948,670.0,35.6,0
7826620,K04268.01,Kepler-1579 b,CONFIRMED,CANDIDATE,0.996,0.849906734,124.3,1.141,0.59,0.014,1139.0,12.0,1
8492101,K04437.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,4.05943749,105.4,3.245,2.11,0.049,1295.0,18.1,0
8751933,K01257.01,Kepler-420 b,CONFIRMED,CANDIDATE,0.117,86.64764448,7311.6,4.2326,9.4,0.3786,419.0,241.9,1
11043136,K01644.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,2.621706694,4572.0,1.941,34.68,0.0342,1288.0,24.3,0
5437945,K03791.01,Kepler-460 b,CONFIRMED,CANDIDATE,0.0,440.7843755,2579.0,21.693,7.23,1.1455,308.0,181.0,1
9959545,K04195.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,1.332567643,56.7,4.284,0.62,0.0226,1482.0,24.0,0
11098573,K03406.01,,FALSE POSITIVE,FALSE POSITIVE,,15.6937855,367.7,5.149,1.99,0.1219,755.0,14.2,0
9115681,K01865.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,1.86390886,176.1,4.414,77.99,0.035,2902.0,18.3,0
7504778,K02316.01,Kepler-1188 b,CONFIRMED,CANDIDATE,1.0,17.1369408,362.1,6.416,2.05,0.135,775.0,25.4,1
11601597,K08058.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0.590281548,21.6,2.72,0.68,0.0137,2643.0,20.6,0
10664150,K08213.01,,FALSE POSITIVE,FALSE POSITIVE,0.129,370.2402,1272.6,31.46,29.24,1.0198,270.0,20.5,0
11774991,K02173.02,Kepler-367 c,CONFIRMED,CANDIDATE,0.0,53.5783052,224.9,5.194,1.16,0.2543,357.0,15.4,1
11496490,K04872.01,,FALSE POSITIVE,FALSE POSITIVE,,1.035268597,112.2,0.5663,1.34,0.0206,2136.0,15.1,0
7604328,K02458.01,Kepler-1245 b,CONFIRMED,CANDIDATE,0.998,4.35407371,277.1,2.427,1.63,0.0484,1043.0,19.0,1
6447326,K06711.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,4.3206933,147.9,50.68,1.66,0.0535,1205.0,35.7,0
4741777,K05081.01,,FALSE POSITIVE,FALSE POSITIVE,,101.928291,243.5,2.171,1.7,0.4246,391.0,6.3,0
8480582,K04386.01,Kepler-1702 b,CONFIRMED,CANDIDATE,0.967,18.5010898,421.1,3.179,1.62,0.1275,555.0,14.7,1
5443604,K02713.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,21.3910125,645.8,3.512,1.72,0.1367,483.0,25.1,0
6606934,K06028.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,37.80694072,106334.0,3.84264,72.01,0.2308,617.0,1571.8,0
6718474,K05319.01,,FALSE POSITIVE,FALSE POSITIVE,,590.44065,125.7,7.55,1.62,1.497,291.0,6.9,0
7031066,K07803.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,0.566805514,85.3,4.367,0.82,0.0127,1920.0,25.1,0
5301750,K01589.04,Kepler-84 d,CONFIRMED,CANDIDATE,0.996,4.22453631,159.1,3.128,1.6,0.051,1254.0,16.7,1
11669239,K00542.02,Kepler-180 b,CONFIRMED,CANDIDATE,0.992,13.81733587,223.2,4.261,2.04,0.1078,781.0,20.4,1
9839081,K06213.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,2.559236603,11273.0,1.6706,37.66,0.0363,1296.0,45.7,0
3337061,K03172.01,,FALSE POSITIVE,FALSE POSITIVE,0.0,6.5583706,136.0,3.286,39.06,0.0717,1283.0,18.1,0
6444896,K03138.01,Kepler-1649 b,CONFIRMED,CANDIDATE,1.0,8.68910764,1679.0,1.1627,0.49,0.0378,211.0,9.6,1
7874976,K08146.01,,FALSE POSITIVE,FALSE POSITIVE,0.136,185.83013,72.6,10.14,1.01,0.6362,370.0,8.1,0
