kepid,kepoi_name,kepler_name,koi_disposition,koi_pdisposition,koi_score,koi_period,koi_depth,koi_duration,koi_prad,koi_sma,koi_teq,koi_model_snr
10797460,K00752.01,Kepler-227 b,CONFIRMED,CANDIDATE,1.0,9.48803557,615.8,2.9575,2.26,0.0853,793.0,35.8
10797460,K00752.02,Kepler-227 c,CONFIRMED,CANDIDATE,0.969,54.4183827,874.8,4.507,2.83,0.2734,443.0,25.8
10854555,K00755.01,Kepler-664 b,CONFIRMED,CANDIDATE,1.0,2.525591777,603.3,1.6545,2.75,0.0374,1406.0,40.9
10872983,K00756.01,Kepler-228 d,CONFIRMED,CANDIDATE,1.0,11.09432054,1517.5,4.5945,3.9,0.0992,835.0,66.5
10872983,K00756.02,Kepler-228 c,CONFIRMED,CANDIDATE,1.0,4.13443512,686.0,3.1402,2.77,0.0514,1160.0,40.2
10872983,K00756.03,Kepler-228 b,CONFIRMED,CANDIDATE,0.992,2.56658897,226.5,2.429,1.59,0.0374,1360.0,15.0
10910878,K00757.01,Kepler-229 c,CONFIRMED,CANDIDATE,1.0,16.06864674,4914.3,3.5347,5.76,0.1158,600.0,161.9
11446443,K00001.01,Kepler-1 b,CONFIRMED,CANDIDATE,0.811,2.470613377,14230.9,1.74319,13.04,0.0354,1339.0,4304.3
10666592,K00002.01,Kepler-2 b,CONFIRMED,CANDIDATE,1.0,2.204735417,6674.7,3.88864,16.1,0.0376,2048.0,5945.9
6922244,K00010.01,Kepler-8 b,CONFIRMED,CANDIDATE,0.998,3.522498429,9145.7,3.19843,14.59,0.0473,1521.0,1741.5
10984090,K00112.02,Kepler-466 c,CONFIRMED,CANDIDATE,1.0,3.709214104,131.1,2.6302,1.16,0.0465,1206.0,50.6
10526549,K00746.01,Kepler-660 b,CONFIRMED,CANDIDATE,1.0,9.27358173,1288.3,3.2875,2.47,0.0759,649.0,87.2
10583066,K00747.01,Kepler-661 b,CONFIRMED,CANDIDATE,1.0,6.02930329,1912.7,1.5821,2.85,0.0585,678.0,65.4
10601284,K00749.01,Kepler-226 c,CONFIRMED,CANDIDATE,1.0,5.349553819,831.0,3.0278,2.55,0.0563,919.0,60.6
10601284,K00749.02,Kepler-226 b,CONFIRMED,CANDIDATE,0.98,3.94105221,363.3,2.5984,1.7,0.046,1018.0,28.9
10601284,K00749.03,Kepler-226 d,CONFIRMED,CANDIDATE,0.971,8.10904807,217.4,3.596,1.3,0.0743,800.0,14.1
10662202,K00750.01,Kepler-662 b,CONFIRMED,CANDIDATE,1.0,21.67699193,857.2,3.4555,2.95,0.1408,530.0,34.3
10682541,K00751.01,Kepler-663 b,CONFIRMED,CANDIDATE,1.0,4.99677968,934.7,2.1717,2.78,0.0559,917.0,28.2
11460018,K00769.01,Kepler-671 b,CONFIRMED,CANDIDATE,1.0,4.280963604,750.8,2.875,2.3,0.0503,1012.0,61.8
11507101,K00773.01,Kepler-672 b,CONFIRMED,CANDIDATE,1.0,38.3775486,724.2,5.588,2.82,0.2163,529.0,34.7
10910878,K00757.02,Kepler-229 d,CONFIRMED,CANDIDATE,0.992,41.19725502,2213.9,4.6297,3.86,0.217,439.0,51.2
10910878,K00757.03,Kepler-229 b,CONFIRMED,CANDIDATE,1.0,6.252962249,1036.9,2.5819,2.65,0.0617,823.0,47.1
10987985,K00758.01,Kepler-665 b,CONFIRMED,CANDIDATE,1.0,16.01308419,1121.9,3.2554,3.1,0.1148,593.0,33.2
11018648,K00759.01,Kepler-230 b,CONFIRMED,CANDIDATE,1.0,32.62876672,1804.8,4.7971,3.36,0.1889,506.0,80.0
11018648,K00759.02,Kepler-230 c,CONFIRMED,CANDIDATE,0.978,91.7732862,652.0,6.473,2.12,0.3764,359.0,19.1
11138155,K00760.01,Kepler-1976 b,CONFIRMED,CANDIDATE,1.0,4.959319244,9802.0,2.22739,12.21,0.0565,1103.0,696.5
11153539,K00762.01,Kepler-666 b,CONFIRMED,CANDIDATE,1.0,4.49876511,460.0,3.7362,2.1,0.0542,1133.0,29.5
9579641,K00115.01,Kepler-105 b,CONFIRMED,CANDIDATE,1.0,5.412203927,601.6,2.9472,2.94,0.0591,1093.0,166.7
11304958,K00764.01,Kepler-667 b,CONFIRMED,CANDIDATE,0.998,41.43958662,2793.1,10.5989,5.5,0.2288,516.0,141.1
11391957,K00765.01,Kepler-668 b,CONFIRMED,CANDIDATE,1.0,8.35389523,1041.6,2.2514,2.52,0.0768,790.0,43.4
11403044,K00766.01,Kepler-669 b,CONFIRMED,CANDIDATE,1.0,4.125543472,1487.3,3.1744,4.43,0.0529,1243.0,128.6
11414511,K00767.01,Kepler-670 b,CONFIRMED,CANDIDATE,1.0,2.816504904,16813.7,2.50587,12.21,0.0383,1219.0,1406.8
12110942,K00786.01,Kepler-680 b,CONFIRMED,CANDIDATE,1.0,3.689920099,426.7,2.6557,1.89,0.0469,1147.0,35.6
12366084,K00787.01,Kepler-232 b,CONFIRMED,CANDIDATE,1.0,4.431238488,1010.9,3.15,3.25,0.0529,1104.0,71.1
12366084,K00787.02,Kepler-232 c,CONFIRMED,CANDIDATE,1.0,11.37936986,1023.5,2.6255,3.95,0.0993,806.0,37.9
12404086,K00788.01,Kepler-681 b,CONFIRMED,CANDIDATE,1.0,26.39432897,1510.9,3.573,3.07,0.1635,489.0,48.2
8395660,K00116.01,Kepler-106 c,CONFIRMED,CANDIDATE,1.0,13.57078281,511.7,3.3539,2.64,0.1096,785.0,88.4
9579641,K00115.02,Kepler-105 c,CONFIRMED,CANDIDATE,1.0,7.12594387,192.4,3.0014,1.79,0.0711,997.0,47.1
11754553,K00775.01,Kepler-52 c,CONFIRMED,CANDIDATE,1.0,16.38489988,1127.1,3.0249,2.0,0.1084,433.0,28.9
11754553,K00775.02,Kepler-52 b,CONFIRMED,CANDIDATE,1.0,7.8774163,1306.1,2.0805,2.16,0.0665,553.0,38.7
11754553,K00775.03,Kepler-52 d,CONFIRMED,CANDIDATE,1.0,36.4454001,1122.3,4.007,1.99,0.1847,332.0,21.7
11812062,K00776.01,Kepler-673 b,CONFIRMED,CANDIDATE,1.0,3.728732147,5226.5,2.683,6.02,0.0455,1023.0,345.2
11853255,K00778.01,Kepler-674 b,CONFIRMED,CANDIDATE,1.0,2.243380573,821.7,1.1196,1.99,0.028,822.0,38.9
11918099,K00780.01,Kepler-675 b,CONFIRMED,CANDIDATE,1.0,2.337437946,971.2,1.9982,2.34,0.0325,1070.0,82.4
11923270,K00781.01,Kepler-676 b,CONFIRMED,CANDIDATE,1.0,11.59822233,2804.5,2.5237,2.65,0.0798,396.0,71.0
11960862,K00782.01,Kepler-677 b,CONFIRMED,CANDIDATE,1.0,6.575315881,2793.3,4.3084,5.31,0.067,1015.0,221.1
12020329,K00783.01,Kepler-678 b,CONFIRMED,CANDIDATE,1.0,7.275040844,3001.0,7.5377,4.86,0.0732,833.0,312.1
12066335,K00784.01,Kepler-231 c,CONFIRMED,CANDIDATE,1.0,19.27153892,1219.8,2.7594,1.93,0.1171,393.0,37.1
12066335,K00784.02,Kepler-231 b,CONFIRMED,CANDIDATE,1.0,10.06524317,1053.3,1.369,1.91,0.076,488.0,30.3
12070811,K00785.01,Kepler-679 b,CONFIRMED,CANDIDATE,1.0,12.3935651,916.6,3.8896,2.66,0.0983,677.0,35.8
8395660,K00116.02,Kepler-106 e,CONFIRMED,CANDIDATE,0.998,43.84439721,615.2,6.802,2.87,0.2395,531.0,83.7
3342970,K00800.01,Kepler-234 b,CONFIRMED,CANDIDATE,1.0,2.711504086,837.5,3.0099,3.12,0.0401,1420.0,64.5
3342970,K00800.02,Kepler-234 c,CONFIRMED,CANDIDATE,1.0,7.21203748,950.4,4.0491,3.32,0.077,1025.0,51.5
12470844,K00790.01,Kepler-233 b,CONFIRMED,CANDIDATE,1.0,8.47237911,1123.5,2.7245,2.59,0.0778,751.0,47.6
12470844,K00790.02,Kepler-233 c,CONFIRMED,CANDIDATE,0.989,60.4189369,931.3,5.039,2.36,0.2884,390.0,20.1
12644822,K00791.01,Kepler-682 b,CONFIRMED,CANDIDATE,1.0,12.611904345,6105.6,5.1497,7.4,0.1058,753.0,277.2
2713049,K00794.01,Kepler-683 b,CONFIRMED,CANDIDATE,1.0,2.539183147,382.1,2.4282,2.06,0.0355,1332.0,38.9
3114167,K00795.01,Kepler-684 b,CONFIRMED,CANDIDATE,1.0,6.770300385,1304.0,2.0844,2.77,0.064,812.0,50.8
4139816,K00812.02,Kepler-235 d,CONFIRMED,CANDIDATE,1.0,20.06036336,1494.7,3.3203,1.96,0.115,361.0,35.2
4139816,K00812.03,Kepler-235 e,CONFIRMED,CANDIDATE,1.0,46.1842039,1394.7,4.758,1.83,0.2005,273.0,26.0
8395660,K00116.04,Kepler-106 d,CONFIRMED,CANDIDATE,0.952,23.9800854,104.0,5.351,1.31,0.1602,649.0,17.1
4139816,K00812.04,Kepler-235 c,CONFIRMED,CANDIDATE,0.994,7.82502168,520.8,2.186,1.2,0.0614,494.0,15.9
4275191,K00813.01,Kepler-688 b,CONFIRMED,CANDIDATE,1.0,3.895936525,8544.8,2.3111,7.34,0.046,1005.0,370.8
4476123,K00814.01,Kepler-689 b,CONFIRMED,CANDIDATE,0.999,22.36646466,986.8,5.228,2.32,0.1449,536.0,32.1
3351888,K00801.01,Kepler-685 b,CONFIRMED,CANDIDATE,1.0,1.625522174,7969.0,2.38963,9.73,0.0265,1579.0,799.7
3641726,K00804.01,Kepler-1727 b,CONFIRMED,CANDIDATE,1.0,9.02930689,1019.8,3.1449,2.57,0.0796,757.0,53.9
3832474,K00806.01,Kepler-30 d,CONFIRMED,CANDIDATE,1.0,143.2063047,10565.7,8.9302,8.9,0.5336,308.0,138.8
8395660,K00116.03,Kepler-106 b,CONFIRMED,CANDIDATE,0.95,6.164876,55.8,3.262,0.79,0.0648,1021.0,14.4
3832474,K00806.02,Kepler-30 c,CONFIRMED,CANDIDATE,0.745,60.32494216,20280.4,6.6188,12.19,0.2998,411.0,347.2
3832474,K00806.03,Kepler-30 b,CONFIRMED,CANDIDATE,,29.1598615,488.0,4.803,1.91,0.1847,524.0,11.6
3935914,K00809.01,Kepler-686 b,CONFIRMED,CANDIDATE,1.0,1.594745374,15044.5,1.9604,11.3,0.0258,1539.0,1009.3
3940418,K00810.01,Kepler-1728 b,CONFIRMED,CANDIDATE,1.0,4.783002698,1008.7,2.335,2.5,0.0535,886.0,70.6
4049131,K00811.01,Kepler-687 b,CONFIRMED,CANDIDATE,1.0,20.50588921,2105.5,4.0595,3.41,0.1326,518.0,78.5
4139816,K00812.01,Kepler-235 b,CONFIRMED,CANDIDATE,1.0,3.340218842,1632.6,1.9104,2.03,0.0348,656.0,71.6
5358241,K00829.01,Kepler-53 b,CONFIRMED,CANDIDATE,1.0,18.64932728,893.6,4.4056,3.12,0.139,701.0,46.1
10875245,K00117.02,Kepler-107 c,CONFIRMED,CANDIDATE,1.0,4.90144976,140.7,4.1654,1.7,0.0586,1262.0,50.6
5358241,K00829.02,Kepler-53 d,CONFIRMED,CANDIDATE,0.998,9.75192101,418.0,4.793,2.76,0.0902,870.0,28.5
5358241,K00829.03,Kepler-53 c,CONFIRMED,CANDIDATE,1.0,38.5576546,993.0,5.794,4.02,0.2255,550.0,39.7
5358624,K00830.01,Kepler-428 b,CONFIRMED,CANDIDATE,0.99,3.525632539,22335.0,2.59959,11.58,0.0431,975.0,1996.7
4664847,K00816.01,Kepler-690 b,CONFIRMED,CANDIDATE,1.0,7.748094239,2472.1,3.5957,5.52,0.081,964.0,113.2
4725681,K00817.01,Kepler-236 c,CONFIRMED,CANDIDATE,1.0,23.96793669,1182.3,3.827,1.8,0.1322,329.0,27.5
4725681,K00817.02,Kepler-236 b,CONFIRMED,CANDIDATE,0.995,8.29561738,824.3,1.3421,1.82,0.0652,469.0,17.9
4913852,K00818.01,Kepler-691 b,CONFIRMED,CANDIDATE,1.0,8.11437482,1558.0,2.2736,2.1,0.0649,460.0,56.4
10875245,K00117.01,Kepler-107 e,CONFIRMED,CANDIDATE,0.992,14.74914825,430.2,6.0995,2.89,0.1221,874.0,107.4
5021899,K00821.01,Kepler-692 b,CONFIRMED,CANDIDATE,1.0,21.81295996,1175.4,4.3791,3.38,0.1495,639.0,37.8
5164255,K00824.01,Kepler-693 b,CONFIRMED,CANDIDATE,1.0,15.37562369,15337.0,3.3169,11.01,0.1121,600.0,166.0
5252423,K00825.01,Kepler-237 c,CONFIRMED,CANDIDATE,1.0,8.10363271,887.9,3.161,2.11,0.0712,687.0,39.3
5252423,K00825.02,Kepler-237 b,CONFIRMED,CANDIDATE,1.0,4.71510843,417.5,2.506,1.46,0.0496,823.0,21.3
5272878,K00826.01,Kepler-694 b,CONFIRMED,CANDIDATE,1.0,6.365839713,780.7,2.9721,2.44,0.0659,914.0,70.8
5651104,K00840.01,Kepler-695 b,CONFIRMED,CANDIDATE,1.0,3.04033046,10858.8,1.8411,8.99,0.0374,1021.0,568.2
5792202,K00841.01,Kepler-27 b,CONFIRMED,CANDIDATE,1.0,15.33528675,3081.4,3.897,5.0,0.1179,610.0,86.6
10875245,K00117.04,Kepler-107 d,CONFIRMED,CANDIDATE,0.998,7.95825328,50.0,4.377,1.06,0.0809,1074.0,14.7
5792202,K00841.02,Kepler-27 c,CONFIRMED,CANDIDATE,1.0,31.33046135,5073.8,5.176,6.5,0.1898,481.0,117.2
5436502,K00834.01,Kepler-238 e,CONFIRMED,CANDIDATE,0.999,23.65369415,3341.8,8.2183,7.89,0.1658,731.0,266.3
5436502,K00834.02,Kepler-238 d,CONFIRMED,CANDIDATE,0.996,13.23352214,504.6,6.7372,3.06,0.1126,888.0,49.1
5436502,K00834.03,Kepler-238 c,CONFIRMED,CANDIDATE,0.997,6.15560285,285.0,4.9843,2.32,0.0676,1146.0,35.1
5436502,K00834.04,Kepler-238 b,CONFIRMED,CANDIDATE,1.0,2.090811305,115.9,3.388,1.62,0.0329,1642.0,19.9
10875245,K00117.03,Kepler-107 b,CONFIRMED,CANDIDATE,0.995,3.180027898,120.3,3.5797,1.53,0.0439,1458.0,50.4
5436502,K00834.05,Kepler-238 f,CONFIRMED,CANDIDATE,0.989,50.4467417,370.3,7.159,2.67,0.2747,568.0,19.4
5456651,K00835.01,Kepler-239 b,CONFIRMED,CANDIDATE,1.0,11.76307164,1037.3,2.9076,2.35,0.0954,616.0,48.9
5456651,K00835.02,Kepler-239 c,CONFIRMED,CANDIDATE,0.878,56.2279271,862.7,3.57,2.37,0.2707,366.0,20.9
5531576,K00837.01,Kepler-240 c,CONFIRMED,CANDIDATE,1.0,7.953547,875.4,2.6312,2.25,0.0712,696.0,38.4
5531576,K00837.02,Kepler-240 b,CONFIRMED,CANDIDATE,1.0,4.14451656,391.8,2.3421,1.48,0.0461,864.0,22.8
6291653,K00850.01,Kepler-702 b,CONFIRMED,CANDIDATE,0.999,10.526294577,9768.0,2.5211,8.24,0.088,713.0,482.3
6392727,K00851.01,Kepler-703 b,CONFIRMED,CANDIDATE,1.0,4.583520948,3812.1,2.7055,5.39,0.0535,1038.0,99.5
6422070,K00852.01,Kepler-704 b,CONFIRMED,CANDIDATE,0.876,3.76181843,510.6,3.5176,2.66,0.047,1121.0,35.9
6428700,K00853.01,Kepler-242 b,CONFIRMED,CANDIDATE,1.0,8.20396958,1024.4,2.9667,3.01,0.0735,742.0,54.4
6428700,K00853.02,Kepler-242 c,CONFIRMED,CANDIDATE,1.0,14.49645186,647.5,4.016,3.01,0.1074,613.0,25.7
5792202,K00841.03,Kepler-27 d,CONFIRMED,CANDIDATE,1.0,6.54626149,655.9,2.75,2.19,0.0668,810.0,24.8
5794379,K00842.01,Kepler-241 b,CONFIRMED,CANDIDATE,1.0,12.71809866,1149.4,3.0957,2.31,0.0934,562.0,52.7
5794379,K00842.02,Kepler-241 c,CONFIRMED,CANDIDATE,0.999,36.06588163,1563.8,4.3246,2.64,0.1871,397.0,51.7
5881688,K00843.01,Kepler-696 b,CONFIRMED,CANDIDATE,1.0,4.190425659,2877.4,2.8589,6.21,0.0535,1234.0,240.6
6022556,K00844.01,Kepler-697 b,CONFIRMED,CANDIDATE,1.0,3.709870784,2020.3,3.0694,4.35,0.0471,1151.0,116.1
6032497,K00845.01,Kepler-698 b,CONFIRMED,CANDIDATE,1.0,16.3297527,1187.5,6.271,3.75,0.1255,727.0,74.6
6061119,K00846.01,Kepler-699 b,CONFIRMED,CANDIDATE,0.985,27.807566216,25391.1,4.21587,13.84,0.1711,554.0,748.1
6191521,K00847.01,Kepler-700 b,CONFIRMED,CANDIDATE,0.942,80.8723469,3604.6,11.195,7.59,0.3577,452.0,160.9
3531558,K00118.01,Kepler-467 b,CONFIRMED,CANDIDATE,0.912,24.99324319,269.6,5.9409,2.29,0.1651,712.0,62.0
6276477,K00849.01,Kepler-701 b,CONFIRMED,CANDIDATE,1.0,10.35533116,750.6,3.1775,2.47,0.0895,777.0,49.2
6863998,K00867.01,Kepler-709 b,CONFIRMED,CANDIDATE,1.0,16.08518937,1442.4,3.984,3.68,0.1173,613.0,62.6
6948054,K00869.01,Kepler-245 b,CONFIRMED,CANDIDATE,1.0,7.49018305,1123.6,2.7297,2.56,0.0703,753.0,53.0
6948054,K00869.02,Kepler-245 d,CONFIRMED,CANDIDATE,1.0,36.2761238,1572.6,4.7865,3.03,0.2012,445.0,45.5
6948054,K00869.03,Kepler-245 c,CONFIRMED,CANDIDATE,1.0,17.46087931,812.4,2.2641,2.32,0.1236,568.0,22.6
6435936,K00854.01,Kepler-705 b,CONFIRMED,CANDIDATE,0.996,56.0560754,1626.0,4.685,1.94,0.228,233.0,27.4
6522242,K00855.01,Kepler-706 b,CONFIRMED,CANDIDATE,0.974,41.408316686,22838.9,5.0264,11.38,0.2162,453.0,907.8
6587280,K00857.01,Kepler-243 b,CONFIRMED,CANDIDATE,1.0,5.715425977,908.1,2.5242,2.47,0.0611,850.0,59.4
9471974,K00119.01,Kepler-108 b,CONFIRMED,CANDIDATE,0.959,49.18394185,1646.2,11.3364,8.2,0.2829,669.0,355.7
6587280,K00857.02,Kepler-243 c,CONFIRMED,CANDIDATE,0.994,20.0261412,421.2,1.611,2.28,0.1409,559.0,10.7
6685526,K00861.01,Kepler-707 b,CONFIRMED,CANDIDATE,1.0,2.237489571,315.8,1.8119,1.41,0.0325,1160.0,30.7
6784235,K00863.01,Kepler-708 b,CONFIRMED,CANDIDATE,1.0,3.167893418,781.2,2.1814,2.62,0.0426,1221.0,64.8
6849310,K00864.01,Kepler-244 b,CONFIRMED,CANDIDATE,1.0,4.311780262,1154.0,2.7251,3.11,0.0511,1038.0,86.1
6849310,K00864.02,Kepler-244 d,CONFIRMED,CANDIDATE,1.0,20.0504494,840.9,4.556,2.69,0.1423,622.0,37.8
6849310,K00864.03,Kepler-244 c,CONFIRMED,CANDIDATE,1.0,9.76734503,569.1,1.6585,2.67,0.0881,791.0,21.1
9471974,K00119.02,Kepler-108 c,CONFIRMED,CANDIDATE,0.987,190.3200468,1141.7,15.284,7.78,0.6972,426.0,139.3
7366258,K00880.01,Kepler-82 b,CONFIRMED,CANDIDATE,1.0,26.44439337,1843.5,3.9783,3.91,0.1687,562.0,88.0
7366258,K00880.02,Kepler-82 c,CONFIRMED,CANDIDATE,0.983,51.53997972,3644.3,6.3994,5.51,0.2632,450.0,155.5
7366258,K00880.03,Kepler-82 e,CONFIRMED,CANDIDATE,1.0,5.902245782,702.3,2.9003,2.43,0.0621,926.0,59.3
7366258,K00880.04,Kepler-82 d,CONFIRMED,CANDIDATE,1.0,2.382951591,391.6,1.8876,1.86,0.0339,1253.0,41.4
7373451,K00881.01,Kepler-712 b,CONFIRMED,CANDIDATE,1.0,21.02250608,1772.5,4.1072,3.07,0.1378,521.0,62.4
6948054,K00869.04,Kepler-245 e,CONFIRMED,CANDIDATE,1.0,3.219814777,488.2,2.0642,1.69,0.04,998.0,30.5
6949607,K00870.01,Kepler-28 b,CONFIRMED,CANDIDATE,1.0,5.912273234,961.4,2.3254,1.73,0.0537,585.0,62.8
6949607,K00870.02,Kepler-28 c,CONFIRMED,CANDIDATE,1.0,8.98581901,881.3,2.8606,1.65,0.0709,509.0,51.8
7109675,K00872.01,Kepler-46 b,CONFIRMED,CANDIDATE,1.0,33.60123371,7425.9,4.4056,8.46,0.1956,495.0,247.9
7109675,K00872.02,Kepler-46 d,CONFIRMED,CANDIDATE,1.0,6.76652928,450.7,2.9004,1.97,0.0672,845.0,29.2
7118364,K00873.01,Kepler-710 b,CONFIRMED,CANDIDATE,1.0,4.347288783,451.6,2.1024,2.36,0.0524,1174.0,39.7
7134976,K00874.01,Kepler-246 b,CONFIRMED,CANDIDATE,1.0,4.601811819,755.9,2.2607,2.35,0.0501,896.0,60.8
7134976,K00874.02,Kepler-246 c,CONFIRMED,CANDIDATE,0.997,11.18719905,353.6,3.252,1.55,0.0907,667.0,21.9
7135852,K00875.01,Kepler-1729 b,CONFIRMED,CANDIDATE,1.0,4.220965778,2260.0,3.0854,2.62,0.0418,595.0,157.8
7287995,K00877.01,Kepler-81 b,CONFIRMED,CANDIDATE,1.0,5.95489993,1410.7,2.3892,2.33,0.0554,635.0,87.2
7287995,K00877.02,Kepler-81 c,CONFIRMED,CANDIDATE,1.0,12.03987488,1250.6,2.7363,2.18,0.0886,502.0,57.6
7287995,K00877.03,Kepler-81 d,CONFIRMED,CANDIDATE,0.998,20.83762895,439.0,2.3734,1.42,0.1278,418.0,14.9
7303253,K00878.01,Kepler-711 b,CONFIRMED,CANDIDATE,1.0,23.58917143,1200.7,5.073,3.16,0.1429,487.0,53.3
5094751,K00123.01,Kepler-109 b,CONFIRMED,CANDIDATE,1.0,6.481633073,298.5,3.784,2.54,0.0683,1145.0,125.6
7678434,K00892.01,Kepler-716 b,CONFIRMED,CANDIDATE,1.0,10.37168928,1254.9,3.035,3.2,0.0873,720.0,64.5
7678434,K00892.02,Kepler-716 c,CONFIRMED,CANDIDATE,1.0,3.96996298,299.2,1.1757,1.78,0.046,992.0,15.0
7685981,K00893.01,Kepler-717 b,CONFIRMED,CANDIDATE,1.0,4.40841331,549.4,5.012,2.66,0.052,1139.0,45.1
7373451,K00881.02,Kepler-712 c,CONFIRMED,CANDIDATE,1.0,226.8904775,3136.4,7.558,4.53,0.6732,236.0,46.8
7434875,K00884.01,Kepler-247 c,CONFIRMED,CANDIDATE,1.0,9.439459486,3036.1,2.8979,4.16,0.0837,686.0,175.2
8349582,K00122.01,Kepler-95 b,CONFIRMED,CANDIDATE,1.0,11.523067458,507.3,3.8757,3.13,0.1017,927.0,142.0
7434875,K00884.02,Kepler-247 d,CONFIRMED,CANDIDATE,0.0,20.47748843,1382.4,2.8364,2.92,0.1402,530.0,52.7
7434875,K00884.03,Kepler-247 b,CONFIRMED,CANDIDATE,1.0,3.336123113,516.3,1.9616,1.74,0.0418,970.0,41.6
7455287,K00886.01,Kepler-54 b,CONFIRMED,CANDIDATE,1.0,8.01078456,1333.6,2.312,1.72,0.0616,453.0,48.5
7455287,K00886.02,Kepler-54 c,CONFIRMED,CANDIDATE,1.0,12.07134205,759.2,4.3224,1.29,0.0809,395.0,31.0
7455287,K00886.03,Kepler-54 d,CONFIRMED,CANDIDATE,0.986,20.99587872,767.3,2.6333,1.3,0.117,328.0,18.2
7458762,K00887.01,Kepler-713 b,CONFIRMED,CANDIDATE,1.0,7.41113177,620.5,2.5242,2.45,0.0748,905.0,50.4
757450,K00889.01,Kepler-75 b,CONFIRMED,CANDIDATE,0.999,8.884922995,16053.4,2.07004,10.51,0.0786,770.0,388.2
7585481,K00890.01,Kepler-714 b,CONFIRMED,CANDIDATE,1.0,8.09888906,6911.1,4.20241,8.95,0.0832,986.0,435.9
7663691,K00891.01,Kepler-715 b,CONFIRMED,CANDIDATE,1.0,10.00653012,936.1,5.344,3.52,0.0933,876.0,71.9
5812701,K00012.01,Kepler-448 b,CONFIRMED,CANDIDATE,0.635,17.855221681,9065.2,7.41287,13.16,0.1491,911.0,915.7
8039892,K00903.01,Kepler-719 b,CONFIRMED,CANDIDATE,1.0,5.007316661,6932.3,4.2362,6.96,0.0556,998.0,431.4
8150320,K00904.01,Kepler-55 d,CONFIRMED,CANDIDATE,1.0,2.211116989,724.2,1.6485,1.85,0.0294,931.0,42.6
8150320,K00904.02,Kepler-55 b,CONFIRMED,CANDIDATE,0.997,27.9541337,942.5,3.95,1.9,0.1593,400.0,25.4
11086270,K00124.01,Kepler-110 b,CONFIRMED,CANDIDATE,0.415,12.69104387,252.1,3.7727,2.57,0.1072,1008.0,60.2
7825899,K00896.01,Kepler-248 c,CONFIRMED,CANDIDATE,1.0,16.23947096,2590.7,4.0374,4.14,0.1229,598.0,123.8
7825899,K00896.02,Kepler-248 b,CONFIRMED,CANDIDATE,1.0,6.308201629,1328.5,2.9785,2.96,0.0654,819.0,86.2
7849854,K00897.01,Kepler-718 b,CONFIRMED,CANDIDATE,1.0,2.052349884,14280.6,2.0778,13.12,0.0322,1497.0,1072.1
7870390,K00898.01,Kepler-83 b,CONFIRMED,CANDIDATE,1.0,9.7704486,1897.8,2.4517,2.23,0.0714,460.0,58.0
7870390,K00898.02,Kepler-83 d,CONFIRMED,CANDIDATE,1.0,5.169804269,1037.4,2.153,1.66,0.0467,569.0,41.4
5094751,K00123.02,Kepler-109 c,CONFIRMED,CANDIDATE,1.0,21.22261195,366.0,6.5093,2.48,0.1506,771.0,114.9
7870390,K00898.03,Kepler-83 c,CONFIRMED,CANDIDATE,1.0,20.09017037,1432.1,4.154,2.25,0.1154,362.0,36.9
7907423,K00899.01,Kepler-249 c,CONFIRMED,CANDIDATE,0.999,7.11373257,807.6,2.1764,1.16,0.0551,429.0,44.4
7907423,K00899.02,Kepler-249 b,CONFIRMED,CANDIDATE,0.999,3.306551643,509.2,1.8177,0.91,0.0331,554.0,37.8
7907423,K00899.03,Kepler-249 d,CONFIRMED,CANDIDATE,0.998,15.36845737,756.1,2.4714,1.11,0.0922,332.0,30.9
7938496,K00900.01,Kepler-1730 b,CONFIRMED,CANDIDATE,1.0,13.81020318,1309.7,3.048,4.56,0.1131,833.0,46.2
8490993,K00911.01,Kepler-722 b,CONFIRMED,CANDIDATE,1.0,4.093578461,538.6,2.5833,2.85,0.0514,1182.0,36.4
8490993,K00911.02,Kepler-722 c,CONFIRMED,CANDIDATE,0.999,105.145959,685.4,8.593,3.43,0.4471,401.0,15.4
8505670,K00912.01,Kepler-252 c,CONFIRMED,CANDIDATE,1.0,10.8484518,1675.6,2.9993,2.34,0.0815,499.0,64.5
8505670,K00912.02,Kepler-252 b,CONFIRMED,CANDIDATE,1.0,6.66833241,362.3,1.915,1.18,0.0589,587.0,14.2
8544996,K00913.01,Kepler-723 b,CONFIRMED,CANDIDATE,0.997,4.082274889,17859.2,3.23015,10.55,0.0479,1016.0,1669.1
8150320,K00904.03,Kepler-55 c,CONFIRMED,CANDIDATE,1.0,42.1406089,895.5,5.083,1.85,0.2095,349.0,21.6
8150320,K00904.04,Kepler-55 e,CONFIRMED,CANDIDATE,1.0,4.617490562,575.8,2.2618,1.62,0.048,728.0,28.1
8150320,K00904.05,Kepler-55 f,CONFIRMED,CANDIDATE,0.996,10.19849255,634.1,2.4283,1.75,0.0814,559.0,21.4
8226994,K00906.01,Kepler-250 c,CONFIRMED,CANDIDATE,1.0,7.15681552,867.0,2.5882,2.47,0.0675,782.0,47.7
8226994,K00906.02,Kepler-250 d,CONFIRMED,CANDIDATE,1.0,17.64830851,763.3,2.0873,2.43,0.1232,579.0,23.8
8226994,K00906.03,Kepler-250 b,CONFIRMED,CANDIDATE,0.957,4.14810719,175.2,2.535,1.08,0.0469,938.0,12.9
